SK_ID_CURR,TARGET
185865,0
235148,0
255639,0
265206,0
105905,0
455101,0
205953,0
114525,0
248897,1
248335,1
393732,1
270520,0
177935,0
357359,0
168408,0
451643,0
402339,0
269427,0
251816,0
180327,0
138902,0
448175,0
337434,0
178534,0
451211,0
316326,1
358662,0
162209,0
285386,0
372844,1
433185,0
309608,0
285057,0
146542,0
172106,0
318592,0
316379,0
367005,1
239370,0
104330,1
163054,1
287645,0
389299,0
157625,1
411202,0
330264,0
322055,0
381320,0
441264,0
451438,1
248634,0
422025,0
186277,1
286200,0
303097,1
169296,0
144442,1
282745,1
286215,1
301233,0
214475,0
209204,0
185557,1
361777,1
289248,1
364658,0
182424,0
176357,1
183819,1
118208,0
322982,1
238761,0
309660,0
146298,0
258795,1
268527,0
405071,0
180730,0
345434,1
136404,0
221041,1
335750,0
165508,0
148974,0
442986,0
312702,1
281523,0
323861,0
230103,0
278549,0
256485,0
332090,0
129056,0
269956,1
254224,0
410948,1
351915,0
126978,0
161760,0
332547,1
332240,0
418274,0
401422,0
231386,0
138011,0
111576,0
385888,0
420807,1
214608,0
391002,0
138055,0
174366,0
166754,0
380119,0
191092,1
275401,0
341553,1
244261,0
226903,0
168606,0
114836,1
398854,1
243264,0
151447,0
436178,0
134450,0
190734,0
371371,0
406328,0
112910,1
152990,0
324272,1
160788,0
235958,0
272130,0
382986,0
243053,0
386075,0
168946,0
294757,0
359817,0
229537,0
144875,0
439147,0
151456,0
372579,0
179218,0
445212,0
231159,0
120303,0
213740,1
257521,1
379077,0
132055,1
435344,0
185114,0
358778,0
161458,0
305587,1
374999,1
417152,0
400393,1
267083,0
310390,0
380103,1
271548,0
273729,0
337928,1
381499,0
338230,1
160984,0
355192,0
437683,1
377937,0
176748,0
145981,0
333785,0
246715,0
240517,0
200655,0
419100,0
327382,0
180836,0
153913,0
350518,0
347881,0
290744,1
298386,1
115064,0
281775,1
115074,1
210734,0
396689,0
172506,1
226660,0
446328,0
187420,0
271663,0
346532,1
296883,0
244459,1
207793,0
436957,1
284426,0
337082,0
255746,0
278189,1
376102,0
118557,0
325188,0
400763,1
442621,0
204801,0
241840,1
418049,1
430951,0
381869,1
319528,0
226193,0
227571,0
402512,1
140158,0
121094,1
279784,0
137631,0
118222,1
130998,0
224503,0
301638,1
421695,0
169446,0
277307,1
241836,1
443783,0
371442,0
161096,0
410155,0
164767,0
199751,0
108487,1
322829,0
302021,0
326291,0
408834,1
203929,0
141965,0
448857,1
156834,0
266070,0
115351,0
361766,0
253000,0
351911,1
214090,0
239179,1
258472,0
133878,0
123442,1
270138,0
268832,0
232334,0
375820,0
271303,0
213071,1
196621,0
224098,0
334321,0
109821,0
364736,0
126476,0
126031,0
165192,0
241841,0
403420,0
353059,0
346743,1
387888,1
132935,0
339646,0
319709,0
409981,0
108870,0
290095,0
317077,0
114517,0
178185,0
112399,0
244818,0
265765,0
310832,1
412706,0
266975,1
449635,1
112377,0
282406,0
363548,0
263737,1
151562,0
270542,1
398225,0
218143,0
446266,1
228456,0
275355,0
188464,1
113583,0
230983,0
156798,0
446337,0
210722,0
387098,0
375267,1
393961,0
186372,0
428776,0
391987,0
126027,1
122147,0
439722,0
415913,0
104306,0
342772,0
131862,0
132448,0
255685,0
193450,1
405481,0
403181,0
351607,0
265398,0
408502,1
381378,0
280797,0
245236,1
395802,0
340994,1
189451,1
161245,0
161473,0
285369,0
409439,0
196270,0
338414,1
376975,0
310076,1
185692,0
377664,0
230450,1
207663,1
281214,0
414145,0
291633,0
318785,1
173088,1
135661,0
145996,0
284048,0
342177,0
350681,0
246084,1
221126,0
299086,1
451699,0
419569,0
158054,0
356451,1
419200,0
456191,1
112589,0
345138,1
169954,0
427804,0
235657,0
331196,0
354714,0
450174,0
137527,0
135485,0
417158,0
253642,0
322264,0
149199,0
310302,1
308162,0
378950,1
278233,0
216970,0
299764,0
296307,0
189680,0
396193,0
274275,0
158536,0
443366,0
224392,1
192327,1
155735,0
254120,1
434292,0
427365,1
241088,0
118501,0
425748,0
225924,1
409604,0
192092,1
189987,0
238154,1
117951,0
240353,0
438543,0
335545,0
416576,0
358176,0
263903,1
109522,0
442686,0
388722,1
449371,0
230197,1
387944,1
153275,0
260799,0
287774,0
324787,0
229069,0
111948,0
161036,0
171600,0
313385,0
112972,0
385346,0
212105,1
226071,0
303733,0
326208,0
343508,1
200317,1
216859,0
222119,1
139052,1
378906,0
334324,1
316523,1
305279,1
396254,1
283442,0
264902,1
226050,0
184544,1
152696,1
266037,1
407125,0
352122,0
398991,0
303725,1
333661,0
423510,0
180484,1
292110,0
332798,0
244314,0
146436,0
401633,0
309236,0
240011,0
138205,1
365406,0
115851,0
181772,0
307495,0
334205,0
112412,1
341488,0
405619,1
275677,0
339464,0
108471,0
404811,0
151489,1
450686,0
159370,0
386988,1
207716,1
354424,0
205847,1
155008,0
218883,1
184541,0
263071,1
207271,1
455626,1
431132,0
123522,1
273348,0
395345,0
353196,1
110395,0
106701,0
255111,0
159835,0
366749,1
312824,1
213596,0
110622,0
199161,0
350964,0
148565,1
380182,0
207329,0
151400,0
274420,0
259391,0
277031,0
330136,1
336613,0
380724,0
276551,0
438531,0
377178,1
339254,0
389357,1
119386,1
343887,1
301434,0
344841,0
120447,0
244240,0
156961,0
254888,0
216833,0
406989,0
147184,0
213194,0
182428,1
297929,1
110228,0
356893,0
130485,1
282519,0
237453,1
196869,1
206178,1
290630,0
179294,0
173579,1
296791,0
127938,0
439200,0
407869,0
452405,1
168836,0
401132,0
223759,0
308614,1
163642,1
133799,0
256021,0
185100,0
195132,0
298960,0
363918,0
325151,0
143818,1
110698,1
152753,0
419977,0
158960,1
138369,1
191859,0
403045,0
430365,0
105812,1
349633,0
114176,0
324525,0
305328,0
114627,0
272476,0
455456,0
133316,1
229473,0
297248,0
155736,0
150973,1
381556,1
168707,0
303147,0
444593,1
317421,1
417019,1
404800,0
264477,0
292573,1
179675,0
355561,0
124932,1
141625,1
108928,0
115694,0
250957,0
398527,1
108026,1
178024,0
380607,0
452855,0
207845,0
289978,0
182069,0
394287,0
251101,0
383580,0
227484,1
214210,0
294017,0
233166,0
260093,1
305580,1
451732,0
271723,0
238748,0
409919,0
234586,0
276769,0
139228,0
324856,1
114715,0
285324,0
118118,0
302602,0
101486,1
210198,0
244847,1
321560,0
439348,0
448680,0
361400,1
246339,0
284546,0
154068,0
448080,0
152930,0
280577,0
439142,0
135547,0
129541,0
304159,0
268162,0
364131,0
133005,0
370422,1
152745,0
135692,1
407459,0
186707,0
385399,1
144358,0
271434,0
438061,0
373336,0
427878,1
388021,0
337196,0
173692,0
253070,0
417637,0
342588,0
231985,1
270808,1
331487,0
273001,0
348340,0
165630,1
287577,0
280315,0
326467,1
110041,0
384999,0
119337,1
410754,0
123693,0
338045,0
329966,0
111241,0
354975,0
159387,1
376798,0
337301,0
274437,0
147281,0
186902,0
278845,0
106092,0
433860,0
116957,0
391414,0
412991,1
361432,1
191570,0
370278,0
312875,0
227924,0
362622,1
413679,0
162914,0
328924,0
270030,0
212932,0
358330,0
392785,0
293260,0
336538,0
430171,0
198088,0
165141,0
300803,0
442437,0
168283,1
336206,0
106505,0
304600,1
166568,0
455978,0
303908,0
259918,0
220992,1
447799,1
149322,0
450239,0
331098,1
298368,0
187658,0
316985,0
232283,0
438503,0
133982,1
296742,0
355474,0
101189,0
114471,0
439684,1
411314,0
232573,0
164320,0
232821,0
398653,0
382709,0
223936,0
244309,0
145152,0
309613,1
190670,1
241769,0
443204,0
119880,0
305298,0
319347,0
384148,1
438655,1
323078,0
321454,0
195329,1
388483,0
454898,1
357990,0
137480,1
289356,0
432631,0
398308,0
111936,1
426146,0
454205,0
182546,0
128180,0
176105,0
398824,0
208799,0
394420,0
262264,1
260176,1
181245,0
307047,0
238551,0
386067,0
432095,0
437384,1
191453,1
220638,1
441804,0
144662,1
187456,0
115550,1
162628,0
340761,0
373126,0
425247,0
125659,1
370564,1
219969,1
450294,0
222003,0
118091,0
267032,0
212673,0
438873,0
202289,0
297045,1
374879,0
110152,0
213989,1
215551,0
430476,0
227773,0
380562,1
158658,0
425516,0
409016,0
217563,0
241869,1
287134,0
425036,0
349860,0
221230,0
348059,1
152635,0
180082,0
331086,1
310804,0
440160,0
353300,0
200937,0
433461,0
419854,1
243156,1
271564,1
201828,0
207503,0
136280,0
218184,0
285937,0
431805,0
408267,0
451292,0
373428,0
110830,1
280814,1
350429,0
442785,1
103944,0
336452,1
225647,0
227654,0
266397,0
172697,0
418236,0
330847,1
291054,0
136662,0
296743,1
214299,0
160417,0
285909,0
346159,1
230345,1
256831,0
209720,1
339467,1
287680,1
335833,1
128612,0
435486,0
418054,0
156121,1
258463,0
407527,1
331301,0
429947,1
272906,0
443857,0
191035,0
197364,0
126025,0
189981,0
414893,0
414514,0
223965,1
130656,0
200533,1
132047,0
339289,0
146606,0
265953,0
317682,0
359928,0
154000,1
440414,0
118341,0
190979,1
175255,0
333773,0
207176,0
366121,0
375901,0
147944,0
182227,0
449876,1
428372,0
303436,0
139602,0
136266,0
175020,0
232743,0
209247,1
255459,1
435729,0
201967,0
395526,0
163517,0
247199,0
147087,0
178520,1
281808,0
339218,0
274102,0
421340,0
195401,1
346131,0
155394,0
444415,0
380653,0
429664,1
192374,0
361760,0
113990,0
239527,1
254550,0
212649,0
200284,0
277929,0
271235,1
159770,0
140875,0
410455,1
389157,1
452120,1
200211,0
424635,0
399676,1
304817,0
346879,0
455780,1
353799,1
160493,0
353747,1
182757,0
330306,0
237387,0
208187,0
352644,0
107650,0
219342,0
225159,0
223420,0
421292,0
250057,0
352250,0
309933,0
398466,0
153499,0
193155,1
182555,0
447110,0
344513,0
215237,1
274698,0
114260,1
165553,0
120648,0
252005,1
303917,0
283418,1
430667,1
448076,1
305483,0
347291,0
254995,0
443629,0
307482,1
295244,1
165317,0
376162,0
401998,0
164446,0
416499,0
154472,0
375420,0
266784,0
300065,0
347994,1
454282,0
231161,0
330596,0
219142,0
339198,1
108700,0
308432,0
195414,1
308066,0
338826,0
101034,1
321491,1
342767,1
162251,0
173327,1
455225,0
371379,0
427899,1
375569,0
418110,1
305133,1
348682,0
400502,0
175059,0
415366,0
371107,0
192006,0
231764,0
278289,1
242599,1
420193,0
431572,0
367509,0
159706,0
363596,0
223108,0
245477,0
206312,0
303327,0
123629,1
401679,1
287313,1
200325,0
208561,0
235754,0
345545,0
277477,0
442295,0
424860,0
428905,0
328555,0
226489,0
357303,1
246504,0
142981,0
408401,0
408916,1
276970,0
155630,0
444172,0
439302,0
167795,0
170997,0
155902,0
240580,1
161177,0
280285,0
334373,0
367445,1
141689,0
415735,0
453702,0
292359,0
371791,1
121030,0
380420,0
375215,0
424633,0
433273,1
238622,0
132057,1
364522,0
397292,0
234924,0
441384,1
398918,1
331008,0
353086,0
110739,0
167682,0
252928,0
330729,0
213070,1
355256,0
102827,0
365339,0
388645,0
223976,1
323391,1
292437,1
411125,0
366490,0
157840,1
405088,0
363439,0
139220,0
190869,0
434380,0
417319,0
371861,1
166229,1
120860,0
124383,1
277250,0
118775,0
342599,1
453487,0
253316,0
192410,0
270006,0
301042,0
424204,0
128595,0
154913,0
408362,0
302249,0
240824,0
161482,1
301813,1
366761,0
359013,0
450095,0
349176,1
349346,0
401631,0
347868,0
381997,1
357423,0
155332,1
344530,0
456024,0
230776,1
104130,0
213451,0
264125,0
167814,0
294261,0
254254,0
185027,0
149720,1
409075,0
129811,0
382042,0
191070,1
142076,0
377422,0
402608,1
421125,1
323459,0
119992,0
306105,1
413419,0
263535,0
195449,0
163052,0
148950,0
155596,0
259188,0
367243,1
316124,0
432619,0
341797,0
184868,0
131638,0
233358,0
448451,0
193250,0
385644,1
314966,0
133077,0
286727,1
147980,1
231703,0
146837,1
128332,0
121820,0
274562,0
304298,1
213630,0
297283,0
400494,0
451491,1
102649,1
414695,0
248742,1
113350,1
343047,0
444499,0
395288,0
284110,1
453102,0
212787,0
252816,1
156530,0
437372,1
257187,0
291995,0
321168,0
133291,0
443780,0
168862,0
305623,0
141420,0
445309,0
435437,0
323413,0
412201,1
143374,0
455125,0
407328,0
177174,0
274106,1
446233,0
185794,0
426840,0
323980,0
105442,0
115565,0
350073,0
324805,1
260901,0
201031,0
408500,0
179226,0
409557,0
116895,1
126808,1
345676,0
155357,0
426645,1
280568,0
316076,1
340288,0
226281,0
267126,1
164672,1
281318,0
258658,1
287308,0
240422,1
131018,1
214431,1
434620,1
254216,0
449516,0
362576,0
173226,0
350525,0
361468,0
291731,0
362516,0
371987,0
434131,0
170347,0
369023,1
301117,0
158573,1
240909,0
439311,0
305119,0
418323,0
269310,1
217005,1
356745,0
142246,1
282872,0
121200,0
395491,0
362440,0
115786,0
334588,0
225796,0
130443,0
379125,0
435166,0
338619,0
251864,0
447592,0
368254,0
403350,1
292862,0
109509,0
130136,0
178348,0
426990,0
422975,1
327653,0
336371,1
122093,1
186043,1
132646,0
194380,0
429006,0
176545,1
428046,0
180688,0
380286,0
171678,0
296880,0
309377,0
110475,1
334599,0
123133,1
109290,0
440583,0
173392,0
137636,1
323421,1
358116,0
323950,1
255944,0
241578,0
113176,0
197258,0
295867,0
217584,1
182417,0
298228,0
393436,0
198500,0
303660,0
331837,1
248810,0
453394,1
131239,0
164698,0
403171,0
114104,0
435739,0
338490,0
304882,0
390808,0
272448,0
444085,1
390907,0
204458,1
431975,1
372977,0
424804,0
342426,0
279272,1
105601,1
358167,0
420605,0
279249,0
131991,0
154514,0
291732,1
280571,0
210600,0
241356,1
110825,0
210968,0
385109,0
378544,0
304926,0
122918,1
268401,0
435914,0
119143,0
240291,0
452178,0
348557,1
153004,1
424182,0
353629,1
189891,1
142010,1
435801,0
383281,0
327117,1
396966,1
102660,0
375252,0
106645,1
199705,0
202449,0
309870,0
120987,0
386229,0
279600,0
434951,0
287159,0
218150,1
247424,0
258608,0
186404,1
415112,0
415285,0
190897,1
196246,1
109636,1
185051,0
289900,0
365237,0
169947,1
436917,0
387614,0
316235,1
196297,0
301240,0
114806,0
282717,0
180820,1
331176,1
268638,1
227748,1
289190,0
413153,0
346882,0
251767,1
308411,1
250466,0
424941,0
351017,1
397038,0
379729,0
340433,0
451288,0
111434,1
223656,0
146840,0
126188,0
173316,1
365172,0
421315,0
110405,0
245750,0
258644,0
347749,0
397463,1
416268,1
379394,1
391081,1
114248,1
286314,0
356604,1
196545,1
193218,0
204048,1
410192,0
323869,1
182132,0
122608,1
292488,1
152046,0
249394,0
194019,1
161829,0
257355,1
124763,0
248612,0
392277,0
232378,1
194259,0
250947,0
401377,1
386911,0
253469,0
165543,1
448926,0
408530,0
272703,0
145323,0
224734,0
233141,0
388678,0
142568,0
229464,0
378820,0
174441,1
373042,0
257103,0
160786,0
227425,1
112731,0
302565,0
371076,1
309010,0
114608,1
425500,1
165018,1
340125,0
396129,0
236759,0
397777,0
140365,1
292815,0
392837,0
353901,0
162632,0
126932,1
206248,0
228614,0
181277,0
240867,1
231548,0
404420,0
272597,0
204130,0
162748,1
414866,0
121854,0
282462,0
128995,0
161858,1
183254,0
116826,0
302416,0
435569,0
137359,0
194974,0
119071,0
227423,0
334378,0
210225,0
375258,0
269021,0
205943,0
327299,0
365471,0
137728,0
103057,1
228644,1
308867,1
446117,0
363162,0
235808,1
360687,0
320544,0
424156,1
238425,1
418759,0
415580,1
158241,0
215095,1
174794,1
411457,0
421451,0
241411,1
257758,0
393681,0
145286,0
186992,1
185264,0
224533,0
283645,0
362522,0
352280,0
436967,0
275514,0
268801,0
145055,0
265218,0
265699,1
354657,0
168038,0
122359,0
192640,1
246168,1
148679,1
131061,1
420346,1
304306,0
241352,1
188285,1
387448,0
260763,0
317343,0
444802,0
372325,0
104804,0
224701,0
374779,0
303565,0
299715,0
226624,1
101886,1
438884,0
276577,0
386219,1
178091,0
420200,0
173282,0
318152,1
177470,0
163909,0
245492,0
381423,0
149961,1
265971,1
266475,0
374172,0
415958,0
410645,0
417322,0
429703,0
133974,1
289829,1
138727,0
119016,0
295868,0
119334,0
448397,0
315375,1
253228,0
228080,1
323032,0
317494,0
266919,0
200199,1
302699,0
309709,0
354799,1
118444,0
371761,1
295998,0
158810,0
411960,1
207667,0
111523,1
415312,0
416558,0
317463,1
103887,0
426311,0
371696,1
429699,1
150972,0
292491,1
318689,1
221266,1
395644,0
259661,1
336862,0
424479,0
377032,0
366955,0
449113,1
190242,1
403658,0
279837,0
302671,0
169762,0
262493,0
367961,1
377123,0
233989,1
354472,0
308433,0
412285,0
121025,1
160007,1
288260,0
206263,0
145400,0
170230,1
149201,1
364545,0
443006,0
352995,0
274904,0
316586,1
208774,1
227562,0
227282,0
298467,0
138966,0
403230,0
246749,0
105559,1
435155,1
218576,0
330152,1
407819,0
331479,1
424243,0
299194,0
284892,0
443255,0
261064,0
294263,0
237515,1
454845,0
270260,0
316395,0
374197,1
211683,0
419077,0
231464,0
380373,1
429082,0
411413,1
235830,1
121950,0
172769,0
213571,0
454182,0
335077,0
419327,1
309453,0
165079,0
392279,0
453330,0
219548,0
446220,0
242335,0
358344,0
370343,0
203923,0
163297,0
318692,1
248141,0
412162,1
452184,0
224010,1
447315,0
423292,0
293073,1
295712,0
192359,0
304346,0
134877,0
423488,0
266151,1
345764,1
105066,1
435381,0
160029,1
132571,1
272809,0
104025,0
192297,0
112342,0
367112,1
131083,1
315227,1
101797,0
208818,0
421917,0
208686,0
432208,1
306270,0
269621,0
341269,0
421713,0
210772,0
445975,1
104791,0
421919,0
448428,0
250698,0
126652,0
115182,0
349775,0
233077,1
303194,0
325120,1
140168,0
185723,0
402167,0
314067,0
288650,1
323132,0
256378,0
228970,0
346033,0
205072,0
198286,1
267624,0
450508,0
320830,0
433076,0
167974,0
216033,0
100725,0
180562,1
325575,0
246274,0
307817,0
155184,0
111780,0
377670,1
392836,1
260082,0
101776,0
411242,0
161412,0
449921,0
109627,1
188735,0
156002,0
132113,0
156990,0
103835,0
179729,0
416747,0
106394,0
414423,0
215604,0
321523,1
351018,0
183771,0
385432,0
178232,1
256583,0
193103,1
295605,0
147151,0
158865,0
333003,0
376471,1
107941,0
374678,0
453629,0
180982,0
213863,1
434598,1
239790,0
351554,0
305563,0
254240,0
416117,0
170720,0
133141,0
198411,0
138374,0
174288,0
208062,0
394615,0
194473,1
156276,1
262542,0
437939,0
395215,0
330442,0
158442,0
447539,0
352079,0
145423,0
426404,0
433331,0
385018,1
315115,0
180309,0
381138,0
230926,1
219126,0
420659,0
211845,1
128751,1
304122,0
108950,1
392307,1
369268,1
145257,0
423887,0
254844,0
101146,0
394603,1
451962,0
340906,1
415909,0
372022,1
383306,1
438298,1
312788,1
166353,0
148189,0
344360,0
336403,0
248223,0
193985,0
428254,0
243960,0
340995,0
167017,0
331084,1
397809,0
258047,0
244678,0
354494,0
397827,1
445360,0
440180,0
379110,0
325009,0
269633,0
435442,0
212867,1
271742,0
448706,1
422920,0
422313,0
219997,0
360977,0
162499,0
318435,0
161241,1
279302,0
296975,1
226647,1
199639,0
146838,0
402385,1
299538,0
217527,0
397648,1
378832,1
302837,1
313840,0
368211,0
310157,0
