SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
415418,Cash loans,F,N,Y,1,112500,711454.5,56340,643500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.019101,-15097,-5783,-5432,-3393,1,1,0,1,0,0,3,2,2,WEDNESDAY,10,0,0,0,0,1,1,Self-employed,0.648315687,,0,0,0,0,-324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
311938,Cash loans,M,Y,Y,0,198000,1078200,38331,900000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.003069,-11462,-3150,-5118,-3245,1,1,0,1,0,0,1,3,3,WEDNESDAY,13,0,0,0,0,1,1,Security,0.652874013,0.789880347,0,0,0,0,-1197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405227,Cash loans,F,N,N,1,202500,521280,27423,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-14481,-385,-4143,-4430,1,1,0,1,0,0,3,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.449328833,0.456109739,1,0,1,0,-2522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
312594,Cash loans,F,N,N,0,126000,343800,16852.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.022625,-8562,-1621,-4627,-113,1,1,0,1,0,0,1,2,2,WEDNESDAY,15,0,0,0,1,1,0,Industry: type 5,0.681209873,0.176652579,1,0,1,0,-1315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231929,Cash loans,F,Y,Y,1,67500,1024740,52452,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011657,-10836,-830,-6092,-380,1,1,0,1,0,0,3,1,1,SATURDAY,15,0,0,0,0,1,1,Industry: type 11,0.360396243,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
235708,Cash loans,F,Y,Y,0,292500,1252278,36747,1093500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-14328,-811,-10,-4091,1,1,1,1,0,0,2,2,2,FRIDAY,17,0,0,0,0,0,0,Self-employed,0.178727315,0.136800522,0,0,0,0,-1289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
133703,Cash loans,F,N,N,0,121500,846000,27418.5,846000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-18466,-5776,-6935,-1544,1,1,0,1,1,0,2,3,3,SUNDAY,16,0,0,0,0,0,0,Business Entity Type 2,0.534198506,0.194067828,1,0,1,0,-1051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338930,Cash loans,F,Y,Y,0,157500,440784,34956,360000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-19796,365243,-6187,-3331,1,0,0,1,1,0,2,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.071794858,0.263646813,1,0,1,0,-1748,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
166260,Cash loans,M,Y,N,0,360000,533668.5,25803,477000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.030755,-22377,365243,-2364,-3490,1,0,0,1,0,0,2,2,2,MONDAY,14,0,0,0,0,0,0,XNA,0.356458872,0.297086612,6,2,6,2,-2948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236882,Cash loans,F,N,Y,0,157500,328405.5,16897.5,283500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-11647,-4766,-5810,-1083,1,1,0,1,1,0,2,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.405919457,0.304672184,1,0,1,0,-639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
210537,Cash loans,M,Y,N,1,135000,355536,15790.5,270000,Unaccompanied,State servant,Higher education,Civil marriage,Office apartment,0.025164,-9790,-2257,-4393,-2270,1,1,1,1,1,0,3,2,2,FRIDAY,13,0,0,0,0,0,0,Security Ministries,0.26525634,0.493862882,5,0,5,0,-1943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161142,Cash loans,F,N,Y,1,247500,808650,31464,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0.009175,-16328,-438,-4846,-4042,1,1,0,1,0,0,2,2,2,THURSDAY,12,0,0,0,1,1,0,Restaurant,0.008274568,,1,0,1,0,-804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
410511,Cash loans,F,N,Y,2,67500,269550,23188.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-12417,-1975,-3703,-3858,1,1,0,1,0,0,4,3,3,WEDNESDAY,5,0,0,0,1,1,0,Self-employed,0.096998162,,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
447779,Cash loans,F,N,N,2,99000,247500,13554,247500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.008474,-11424,-810,-6054,-2766,1,1,0,1,0,0,4,2,2,THURSDAY,10,0,0,0,0,1,1,Agriculture,0.510103331,0.581483706,0,0,0,0,-296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
153600,Cash loans,F,N,N,0,121500,1042560,32733,900000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-8677,-250,-769,-1149,1,1,1,1,0,0,1,2,2,THURSDAY,14,0,0,0,0,0,0,Trade: type 3,0.649386898,0.258084204,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
424529,Cash loans,F,N,N,1,90000,900000,26446.5,900000,Unaccompanied,Working,Higher education,Married,Rented apartment,0.018029,-10033,-609,-4419,-1073,1,1,1,1,0,0,3,3,3,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.13868921,0.126100559,0,0,0,0,-503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249404,Cash loans,F,Y,N,1,112500,219870,11641.5,157500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11915,-791,-417,-3543,1,1,0,1,0,0,3,3,3,FRIDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.545524038,,0,0,0,0,-150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
238739,Cash loans,F,N,Y,0,112500,622188,26284.5,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-13916,-7307,-3852,-4609,1,1,0,1,1,0,2,2,2,FRIDAY,13,0,0,0,0,0,0,Industry: type 3,0.529902876,0.18195911,2,0,2,0,-1815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
271219,Cash loans,F,N,Y,0,103500,373500,18166.5,373500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-16781,-2046,-60,-333,1,1,0,1,0,0,2,2,2,FRIDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.209691469,0.239226279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
119480,Cash loans,F,N,Y,1,58500,508500,20412,508500,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15689,-3475,-5083,-4305,1,1,1,1,0,0,3,3,3,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 2,0.516014408,0.411848556,0,0,0,0,-1787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
102279,Cash loans,M,N,N,1,157500,450000,30204,450000,Unaccompanied,Working,Incomplete higher,Married,With parents,0.018029,-9679,-506,-3896,-2339,1,1,0,1,1,0,3,3,3,THURSDAY,4,0,0,0,0,1,1,Business Entity Type 3,0.515954334,0.355638717,0,0,0,0,-1808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
401171,Cash loans,M,Y,Y,0,315000,440784,32071.5,360000,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.020713,-11238,-769,-384,-3927,1,1,1,1,0,0,1,3,1,THURSDAY,11,1,1,0,1,1,0,Business Entity Type 2,0.597149542,0.286652483,0,0,0,0,-2521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
384506,Cash loans,M,Y,Y,1,112500,490005,29740.5,423000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-9053,-1244,-7227,-1655,1,1,0,1,0,0,3,2,2,TUESDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.466724943,0.551381262,6,0,6,0,-91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
192710,Cash loans,M,N,Y,2,135000,225000,24003,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-13258,-2212,-3025,-3401,1,1,0,1,0,0,4,2,2,WEDNESDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.633379108,,0,0,0,0,-228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
364250,Cash loans,F,Y,Y,1,202500,900000,48955.5,900000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-14590,-1427,-8593,-1382,1,1,0,1,0,0,2,2,2,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.681679822,0.497468889,0,0,0,0,-558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
455290,Cash loans,M,Y,Y,1,171000,414792,21307.5,315000,Family,Working,Higher education,Married,House / apartment,0.00496,-11921,-952,-8,-3288,1,1,0,1,0,0,3,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.165487367,0.309275356,0,0,0,0,-7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
318389,Cash loans,M,Y,Y,1,135000,670500,21757.5,670500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.026392,-13939,-970,-8090,-4650,1,1,0,1,0,0,3,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.708288848,0.141991543,0,0,0,0,-42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151384,Cash loans,F,N,N,0,90000,450000,19066.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-10024,-1638,-9984,-1088,1,1,1,1,0,0,2,2,2,SUNDAY,20,0,0,0,1,1,1,Business Entity Type 3,0.449112413,0.384206813,1,1,1,1,-546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
164517,Cash loans,F,N,N,0,90000,239850,25578,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-8571,-183,-8563,-1256,1,1,1,1,1,0,2,2,2,SATURDAY,18,0,0,0,1,1,0,Self-employed,0.377696087,0.203252114,4,0,3,0,-1037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238629,Revolving loans,F,N,Y,0,90000,225000,11250,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-16765,-384,-7765,-321,1,1,0,1,0,0,2,3,3,THURSDAY,10,0,1,1,0,1,1,Industry: type 9,0.416864134,0.247190938,0,0,0,0,-160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149555,Cash loans,M,Y,N,0,135000,203760,19980,180000,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-24555,365243,-3953,-4663,1,0,0,1,0,0,2,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,0.114409538,0.832785025,0,0,0,0,-1477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126272,Cash loans,M,N,Y,0,157500,254700,14620.5,225000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.011657,-24337,365243,-3799,-4371,1,0,0,1,1,0,2,1,1,SUNDAY,11,0,0,0,0,0,0,XNA,0.191766388,0.175605979,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
211899,Cash loans,F,N,Y,1,225000,1042560,37575,900000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-14493,-568,-2289,-2332,1,1,0,1,1,0,3,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.721229689,0.166405546,7,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115929,Cash loans,F,Y,Y,0,157500,900000,29164.5,900000,Other_A,Working,Higher education,Civil marriage,House / apartment,0.030755,-12599,-99,-2716,-4237,1,1,0,1,0,0,2,2,2,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.66036812,0.156639827,3,0,3,0,-1592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
272540,Cash loans,F,N,N,0,153000,675000,26154,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-15021,-5493,-2253,-4442,1,1,1,1,0,0,2,3,3,TUESDAY,18,0,0,0,0,0,0,Other,0.468733822,0.260855914,0,0,0,0,-1067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411490,Cash loans,M,Y,Y,1,180000,450000,30442.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-12361,-444,-581,-133,1,1,0,1,1,0,3,2,2,FRIDAY,14,0,0,0,0,0,0,Self-employed,0.676576338,0.263646813,3,1,3,1,-917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442014,Cash loans,M,Y,N,2,261000,1546020,45333,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11601,-432,-1530,-4047,1,1,1,1,0,0,4,3,3,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.627249274,0.411848556,5,2,5,2,-1963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
434593,Cash loans,M,N,Y,0,342000,751500,26622,751500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.030755,-18497,-144,-1293,-2048,1,1,0,1,1,0,1,2,2,MONDAY,11,0,1,1,0,1,1,Transport: type 4,0.145749338,0.340906426,2,0,2,0,-37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310105,Cash loans,M,N,Y,0,135000,254700,27153,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-8318,-655,-3176,-993,1,1,0,1,0,0,1,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.502451033,0.522697317,0,0,0,0,-307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174659,Cash loans,F,Y,Y,0,90000,247275,19822.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19908,-8704,-4043,-3366,1,1,1,1,1,1,2,2,2,TUESDAY,7,0,0,0,0,0,0,School,0.348930556,0.569148771,0,0,0,0,-547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
284540,Cash loans,M,Y,Y,3,450000,790830,62613,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006852,-17296,-3078,-1264,-755,1,1,0,1,0,1,5,3,3,MONDAY,6,0,0,0,0,0,0,Business Entity Type 3,0.133208223,0.078015767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184593,Cash loans,F,N,Y,0,90000,1078200,31653,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-20710,-5466,-10101,-3221,1,1,0,1,1,0,2,2,2,TUESDAY,8,0,0,0,0,0,0,School,0.520922402,0.136800522,0,0,0,0,-1071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268614,Cash loans,M,N,Y,0,175500,584766,28260,472500,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-21696,-2796,-9434,-4441,1,1,1,1,1,1,2,2,2,MONDAY,8,0,0,0,0,1,1,Business Entity Type 2,0.162114862,0.301624892,0,0,0,0,-1537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
150195,Cash loans,F,N,Y,0,157500,787131,30762,679500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.020246,-21391,365243,-10948,-4894,1,0,0,1,0,0,2,3,3,THURSDAY,13,0,0,0,0,0,0,XNA,0.27725026,0.072013189,0,0,0,0,-372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155523,Cash loans,M,Y,Y,0,337500,1066320,38430,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,-22340,-4311,-2755,-864,1,1,0,1,0,0,2,2,2,MONDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.345342501,0.309275356,0,0,0,0,-1530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
279021,Cash loans,F,N,Y,2,184500,521280,28408.5,450000,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.006852,-9977,-311,-1514,-2661,1,1,0,1,0,0,4,3,3,SATURDAY,6,0,0,0,0,0,0,Trade: type 7,0.008280672,0.347418227,0,0,0,0,-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109275,Cash loans,F,N,N,1,315000,770292,39460.5,688500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-18932,-586,-10891,-2486,1,1,0,1,0,0,3,2,2,TUESDAY,12,0,0,0,0,0,0,Construction,0.705266088,0.2692858,0,0,0,0,-2539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183181,Cash loans,M,Y,Y,0,157500,1724220,50544,1350000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.011657,-8072,-1269,-1505,-635,1,1,0,1,0,0,1,1,1,TUESDAY,13,0,1,1,0,0,0,Business Entity Type 3,0.322384685,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
447323,Cash loans,F,N,Y,0,72000,225000,10620,225000,Unaccompanied,Commercial associate,Lower secondary,Single / not married,House / apartment,0.01452,-10978,-4121,-2540,-2194,1,1,0,1,0,0,1,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.508114044,0.394495405,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245865,Cash loans,M,Y,Y,1,297000,1223010,48631.5,1125000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.006629,-15999,-3436,-3723,-3723,1,1,1,1,0,0,3,2,2,THURSDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.203058862,,4,0,4,0,-1506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
436400,Cash loans,F,N,Y,0,51750,261648,8356.5,207000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23557,365243,-10375,-4198,1,0,0,1,0,0,1,2,2,WEDNESDAY,9,0,0,0,1,0,0,XNA,0.021548921,,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
184884,Cash loans,M,N,N,0,121500,545040,26509.5,450000,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,With parents,0.00702,-8815,-408,-1494,-1493,1,1,1,1,0,0,1,2,2,THURSDAY,9,0,0,0,0,1,1,Trade: type 7,0.403222374,0.331250865,0,0,0,0,-470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178322,Cash loans,F,N,N,1,135000,387000,14719.5,387000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14556,-2062,-813,-3654,1,1,0,1,0,1,3,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,0.674688155,,6,0,6,0,-1112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
317178,Cash loans,M,Y,N,1,171000,568197,17838,490500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019689,-16357,-1103,-3406,-3734,1,1,1,1,0,0,2,2,2,FRIDAY,15,0,0,0,1,1,0,Business Entity Type 3,0.331575668,0.038966716,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355425,Cash loans,M,N,Y,0,292500,957901.5,44518.5,774000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.031329,-15327,-1008,-7811,-845,1,1,0,1,0,0,2,2,2,TUESDAY,11,0,0,0,0,0,0,Security,0.404533321,0.218859082,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290018,Cash loans,F,N,N,1,135000,450000,21888,450000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.015221,-10150,-977,-9743,-1284,1,1,1,1,0,0,2,2,2,SUNDAY,11,0,0,0,0,0,0,Trade: type 7,0.117609476,0.280789574,2,1,2,0,-444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292225,Cash loans,M,Y,N,0,135000,225000,21276,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,Co-op apartment,0.028663,-21785,365243,-539,-4500,1,0,0,1,0,0,2,2,2,TUESDAY,7,0,0,0,0,0,0,XNA,0.640116183,0.481249341,0,0,0,0,-256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
348628,Cash loans,F,N,Y,0,112500,312768,13248,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-18644,-1275,-9961,-2166,1,1,0,1,0,0,2,2,2,THURSDAY,12,0,0,0,0,0,0,Other,0.575716474,,2,0,2,0,-463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
407989,Cash loans,F,N,Y,1,135000,497520,32521.5,450000,Unaccompanied,Commercial associate,Higher education,Separated,With parents,0.025164,-12263,-620,-2994,-2987,1,1,1,1,0,0,2,2,2,WEDNESDAY,9,0,0,0,0,1,1,Other,0.560727564,0.280789574,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117945,Cash loans,F,N,Y,0,112500,840951,33480,679500,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.006207,-22121,365243,-8222,-4240,1,0,0,1,1,0,1,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,0.534579378,,0,0,0,0,-310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
156901,Cash loans,M,N,N,2,468000,549000,39946.5,549000,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.002506,-10837,-2987,-1294,-3073,1,1,1,1,1,0,4,2,2,SATURDAY,12,0,0,0,0,1,1,Military,0.709795624,0.558506628,0,0,0,0,-575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
101201,Cash loans,F,N,Y,2,99000,180000,14562,180000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010643,-12676,-643,-10103,-1638,1,1,0,1,1,0,3,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.226273253,0.633031641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377582,Cash loans,M,Y,Y,0,261000,945000,37471.5,945000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508,-15796,-250,-7086,-4487,1,1,0,1,0,0,2,1,1,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.569363951,0.76623367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
